"Name","id","Phone","Email","Website/Social Media","Neighborhood","Category","Pod","Latitude","Longitude","Address","Zip Code","Status","Special Accommodation Hours","Pickup Offered","Delivery Offered","Hours","Last Updated","Created time","Last Modified by","Source","Delivery/Pickup Notes","Admin Notes","Donate","Sub-Category","Outdoor Space","Indoor Seating","Type of Closing","SNAP/EBT"
"Brooklynites Laundry",59,"718-609-1212",,"http://www.brooklyniteslaundry.com/Home_Page_2.html","Greenpoint","Laundromat","5",40.73017,-73.950862,"212 McGuinness Blvd, Brooklyn, NY 11222","11222","Open",,"Yes","Yes","Daily: 9am-5pm
","2020-05-06T15:43:22.000Z","2020-04-29T00:34:13.000Z",,"Location",,,,,,,,
"Brouwerij Lane",60,"347-529-6133",,"https://www.instagram.com/brouwerijlane/","Greenpoint","Bar","6",40.729724,-73.957794,"78 Greenpoint Ave., Brooklyn, NY 11222","11222","Open",,"Yes","No","Daily: 2pm-8pm
","2020-07-16T23:06:13.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location","
","To-go bottles, cans, & growlers. Beer menu at <https://www.beermenus.com/places/667-brouwerij-lane?pp=0>
",,,,,,
"Bubble Laundromat",61,"718-383-9769",,,"East Williamsburg","Laundromat","18",40.716776,-73.944522,"400 Graham Avenue, Brooklyn, NY 11211","11211","Closed",,,,"Mon-Fri: 7am-9pm / Sat: 7am-8pm / Sun: 8am-6pm
","2020-05-06T15:43:22.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,,,,,,,"Temporary",
"Buddy's Dog Den",62,"347-382-7101","info@buddysdogden.com","buddysdogden.com","East Williamsburg","Pet Supplies","16",40.717784,-73.945177,"429 Graham Avenue","11211","Open",,,,"Mon-Fri: 8:30am-6pm
","2020-10-05T19:05:54.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram",,"Reopened from quarantine closure 8/3/20 -AR
",,,,,,
"Bushwick Deli & Grocery",63,"(718) 456-0074",,,"East Williamsburg","Grocery Store","21",40.706375,-73.939428,"289 Bushwick Ave, Brooklyn, NY 11206","11206",,,,,,"2020-05-01T17:25:02.000Z","2020-05-01T17:24:52.000Z",,,,,,,,,,
"Bushy Tails",64,"718-821-1525","bushytailsinbushwick@hotmail.com","https://www.facebook.com/BushyTailsPetFoodAndSupplies/","East Williamsburg","Pet Supplies","23",40.705141,-73.928489,"1087 Flushing Ave, Brooklyn, NY 11237","11237","Open",,"Yes","Yes","Mon-Sat: 12pm-6pm / Sun: Closed
","2020-05-06T15:43:22.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"Busy Bee Food Exchange",65,"(718) 389-2188",,"http://busybeefoodexchange.com/","Greenpoint","Grocery Store","11",40.72561,-73.945717,"185 Nassau Avenue, Brooklyn, NY 11222","11222","Open",,"Yes","No","Mon-Sat: 8am-6:45pm / Sun: 8am-1:45pm
","2020-05-07T21:47:29.000Z","2020-04-29T00:34:13.000Z",,,,,,"Supermarket",,,,
"byPensa",66,"(315) 729-9949",,"https://www.instagram.com/by_pensa/","East Williamsburg","Restaurant","21",40.708734,-73.941569,"214 Humboldt St, Brooklyn, NY ","11206","Open",,,,"By Appointment Only
","2020-05-22T20:11:55.000Z","2020-05-01T04:31:04.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,"By appointment only - specialty cake studio
",,,"Bakery,Cake Shop",,,,
"C-Town",67,"(718) 349-3000",,"https://locations.ctownsupermarkets.com/ctown-supermarkets-4b18445a0f90","Greenpoint","Grocery Store","4",40.731914,-73.95487,"953 Manhattan Avenue, Brooklyn, NY 11222","11222","Open",,"No","No","Daily: 8am-8pm
","2020-05-07T21:47:32.000Z","2020-04-29T00:34:13.000Z",,,,,,"Supermarket",,,,
"C-Town",68,"(718) 388-8968",,"https://locations.ctownsupermarkets.com/ctown-supermarkets-3240f74cab63","East Williamsburg","Grocery Store","18",40.714247,-73.944017,"330 Graham Avenue, Brooklyn, NY 11211","11211","Open","Daily: 7:30am-8:30am for Seniors","No","No","Daily: 7:30am-9pm
","2020-05-07T21:47:35.000Z","2020-04-29T00:34:13.000Z",,,,,,"Supermarket",,,,
"C-Town",69,"(718) 782-6300",,"https://locations.ctownsupermarkets.com/ctown-supermarkets-b31623d03646","South Williamsburg","Grocery Store","26",40.712516,-73.957371,"130 Havemeyer Street, Brooklyn, NY 11211","11211","Open",,"No","Yes","Daily: 7:30-10pm 
","2020-10-15T17:58:48.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,"Groceries will be delivered only if shopping is done in person.
",,,"Supermarket",,,,
"Cafe Grumpy",70,"718-349-7623",,"https://www.instagram.com/cafegrumpy/","Greenpoint","Coffee Shop","8",40.728655,-73.948718,"193 Meserole Ave.","11222","Open",,"Yes","No","Daily: 7am-7pm
","2020-10-07T21:49:21.000Z","2020-04-29T01:52:36.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Website","Download their app or pre-order here: <https://cafe-grumpy.square.site/>
","Donation link last checked 9/7/20
","https://www.gofundme.com/f/baristas-tip-fund",,"Sidewalk Seating",,,
"Cafe Riviera Greenpoint",71,"(718) 383-8450",,"http://www.caferivieragreenpoint.com/","Greenpoint","Bakery","6",40.728661,-73.953325,"830 Manhattan Ave, Brooklyn, NY 11222","11222",,,,,,"2020-05-13T20:00:32.000Z","2020-04-30T06:05:30.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,,,,"Polish,Coffee Shop",,,,
"Calexico",72,"347-763-2129",,"https://www.instagram.com/calexiconyc","Greenpoint","Restaurant","12",40.724172,-73.951275,"645 Manhattan Ave.","11222","Open",,"Yes","Yes","Daily: 12pm-10pm
","2020-05-06T16:52:59.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,,"
",,"Mexican",,,,
"Campbell & Co.",73,"718-387-2267","erin@campbellandco.nyc","https://www.instagram.com/campbellandco.nyc/","South Williamsburg","Grocery Store","25",40.712035,-73.948787,"502 Lorimer Street","11211","Open",,"Yes","Yes","Daily: 9am-4pm
","2020-05-17T17:31:39.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Submission Update","Place all orders online for pickup and delivery in a 1.5 mile radius
",,,"Grocery Store",,,,
"Carmine's Pizza",74,"718-782-9659",,"https://www.instagram.com/carminespizzeria/","East Williamsburg","Restaurant","18",40.714988,-73.944138,"356-358 Graham Ave.","11211","Open",,"Yes","Yes","Daily: 11am-9:30pm
","2020-05-06T16:52:59.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,,"Have DIY Pizza kits! Each kit includes a 16 "" pizza dough, tomato sauce, mozzarella, sliced pepperoni, bottle of wine, $22. You can pre order at cgpizza@aol.com
",,"Pizzeria",,,,
"Casa Publica",75,"718-388-3555",,"https://www.instagram.com/casapublicabk/","North Williamsburg","Restaurant","16",40.718234,-73.95198,"594 Union Ave.","11211","Open",,"Yes","Yes","Mon-Fri: 3pm-9pm / Sat-Sun: 12pm-9pm
","2020-05-06T16:52:59.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,"Delivery via Caviar and Grubhub; For takeout peep the menu on their website and call to order.
","Donation link last checked 9/7/20
","https://www.gofundme.com/f/casa-publica-employee-relief-fund","Mexican",,,,
"Celsious Laundry",76,"718-388-1221","comeclean@celsious.com","http://celsious.com/contact/","North Williamsburg","Laundromat","14",40.71905,-73.95923,"115 North 7th Street, Brooklyn, NY 11249","11249","Open",,"Yes","No","Mon, Weds, Fri Drop Off: 8am-1pm Pickup: 1pm-5pm
","2020-05-19T15:04:13.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrsJTECkaouCgZg4"",""email"":""zhi@beta.nyc"",""name"":""Zhi He""}","Location",,,,,,,,
"Central Pharmacy",77,"(929) 397-0331",,,"North Williamsburg","Pharmacy","14",40.720081,-73.961723,"121 Kent Ave, Brooklyn, NY 11249","11249","Open",,"Yes","Yes","Mon-Thu: 9am-7pm / Fri: 9am-6pm / Sat-Sun: 9am-3pm
","2020-05-06T15:43:22.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"Cerveceria Havemeyer",78,"(718) 599-5799",,"https://www.instagram.com/cerveceriahavemeyer/","South Williamsburg","Restaurant",,40.71171,-73.95734,"149 Havemeyer St.","11211","Open",,"Yes","Yes","Daily: 1pm-9:30pm
","2020-05-06T15:43:22.000Z","2020-05-03T18:14:14.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,"Delivery via Caviar.
",,,"Mexican,Bar",,,,
"Champion Coffee (Manhattan Ave)",79,"347-987-3851",,"https://www.instagram.com/championcoffee/","Greenpoint","Coffee Shop","1",40.736298,-73.955589,"1107 Manhattan Ave.","11222","Open",,"Yes",,"Daily: 8am-3pm
","2020-08-26T00:30:54.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","
",,,,,,,
"Champion Coffee (Nassau Ave)",80,"(718) 383-3251",,"https://www.instagram.com/championcoffee/","Greenpoint","Coffee Shop","11",40.724632,-73.94764,"142 Nassau Avenue","11222","Open",,"Yes","No","Daily: 8am-3pm
","2020-09-03T03:19:25.000Z","2020-04-29T01:52:36.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","
",,,,,,,
"Champion Coffee (Williamsburg)",81,,,"https://www.instagram.com/championcoffee/","North Williamsburg","Coffee Shop","14",40.716945,-73.96184,"103 N 3rd Street","11249","Closed",,,,,"2020-05-13T20:48:22.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","<https://www.championcoffee.com/>
",,,,,,"Temporary",
"Charlotte Patisserie",82,"(718) 383-8313","info@charlottepatisserie.com","charlottepatisserie.com","Greenpoint","Bakery","12",40.723099,-73.950177,"596 Manhattan Avenue","11222","Open",,"Yes","Yes","Tues-Sat: 9am-4pm
","2020-08-05T01:19:54.000Z","2020-05-01T01:56:45.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location","Order delivery via GrubHub or UberEats. Call to order pickup.
","Updated some points, but not sure if hours are still correct (check on location) -AR 8/4/20
",,"Coffee Shop,Restaurant","Backyard/Open Space",,,
"Cherry Point",83,"718-389-3828",,"https://www.instagram.com/cherrypointnyc/","Greenpoint","Restaurant","12",40.724701,-73.951077,"664 Manhattan Ave","11222","Closed",,,,,"2020-05-06T16:52:59.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,,"
",,"American",,,"Permanent: Covid",
"Chez Ma Tante ",84,"(718) 389-3606",,"https://www.instagram.com/chez_ma_tante/","Greenpoint","Restaurant","7",40.72688,-73.957593,"90 Calyer Street","11222","Open",,"Yes","No","Wed-Sat: 5pm-10pm; Sun: 11am-3pm
","2020-08-26T00:20:56.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location/Instagram","
","

",,"French","Street Seating",,,
"City Acres",85,"(347) 987-3740",,,"South Williamsburg","Grocery Store","28",40.711267,-73.967991,"11 Broadway, Brooklyn, NY 11249","11249","Open",,"No","No","Daily: 7am-9pm
","2020-05-07T21:47:43.000Z","2020-04-29T00:34:13.000Z",,,,,,"Supermarket",,,,
"City Chemist",86,"(718) 387-0124",,"https://www.city-chemist.com/long-island-city","South Williamsburg","Pharmacy","25",40.714361,-73.944643,"335 Graham Ave #3734, Brooklyn, NY 11211","11211","Open",,"Yes","Yes","Mon-Fri: 9am-8pm / Sat: 10am-7pm / Sun: 10am-5pm
","2020-05-07T18:22:54.000Z","2020-04-29T00:34:13.000Z",,,,"Full operation. The URL for the site is wrong. Says LIC but is for the Williamsburg location.
",,,,,,
"City Fresh",87,"(718) 389-6725",,,"East Williamsburg","Grocery Store","18",40.717946,-73.940645,"57 Kingsland Avenue, Brooklyn, NY 11211","11211","Open",,"Yes","Yes","Mon-Fri: 7am-7pm / Sat-Sun: 8am-7pm
","2020-05-07T21:47:45.000Z","2020-04-29T00:34:13.000Z",,"North Brooklyn Neighbors","http://cityfreshmarket.com $50 for free delivery
","10% senior discount
",,"Supermarket",,,,
"CityMD",88,"(718) 489-3549",,"citymd.com","Greenpoint","Health and Wellness","7",40.727622,-73.953298,"795 Manhattan Ave, Brooklyn, NY 11222","11222","Open",,,,"Daily: 8am-8pm
","2020-05-06T15:43:22.000Z","2020-05-01T23:13:27.000Z",,"Website (Covid-19 updates)",,,,,,,,
"CityMD",89,"(718) 414-2013",,"citymd.com","North Williamsburg","Health and Wellness","15",40.71792,-73.958313,"154 North 7th St., Brooklyn, NY 11249","11249","Open",,,,"Daily: 8am-8pm
","2020-05-06T15:43:22.000Z","2020-05-01T23:18:39.000Z",,"Website (Covid updates)",,,,,,,,
"Clem's",90,"718-387-9617",,"https://www.instagram.com/clems_bar/","South Williamsburg","Bar","27",40.7132,-73.958602,"264 Grand St., Brooklyn, NY 11211","11211","Open",,"Yes","No","Fri: 2pm-11pm/Sat-Mon: 12pm-11pm
","2020-07-16T23:08:50.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","Order drinks and food on their website or via their to-go window: <https://www.clemsbrooklyn.com/online-ordering/clems/menu>. Masks required.
","Donation Link Last Checked 9/7/20 AR
","https://www.gofundme.com/f/federales-and-tips-for-your-bartender",,"Sidewalk Seating,Street Seating",,,
"Coast & Valley",91,"917-838-7559",,"https://www.instagram.com/coastandvalleywine/","Greenpoint","Restaurant","12",40.722808,-73.950479,"587 Manhattan Ave.","11222","Open",,"Yes","No","Mon-Fri: 4pm-9pm / Sat-Sun: 12pm-9pm
","2020-07-16T23:19:21.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Email blast","
","Donation link last checked 9/7/20
","https://www.gofundme.com/f/support-for-the-coast-and-valley-team","American",,,,
"Concord Hill",92,"347-463-9322",,"https://www.instagram.com/concordhillbk/","East Williamsburg","Restaurant","18",40.715577,-73.944308,"374 Graham Ave.","11211","Open",,"Yes","Yes","Tue-Fri: 11am-10pm / Sat-Sun: 10am-10pm
","2020-06-23T00:10:02.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Website","Call 347-463-9322 to order and get 15% off alcoholic bevs, or order via their website: <http://www.concordhillbk.com/>
","
",,"American",,,,
"Corner Pharmacy",93,"(718) 599-2771","rx@cornerpharmacyny.com","https://www.cornerpharmacyny.com/","South Williamsburg","Pharmacy","34",40.707349,-73.960919,"166 Division Ave # A, Brooklyn, NY 11211","11211","Open",,,,"Sun-Thurs: 10am-7pm / Fri: 10am-2pm / Sat: Closed
","2020-05-06T15:43:22.000Z","2020-04-29T00:34:13.000Z",,,,"Called was given limited info
",,,,,,
"Crest Hardware & Urban Garden Center",94,"(718) 388-9521","Info@cresthardwarenyc.com","https://www.cresthardwarenyc.com/","South Williamsburg","Hardware Store","25",40.713803,-73.950245,"558 Metropolitan Ave, Brooklyn, NY 11211","11211","Open",,,,"Tues-Sat: 10am-5pm / Sun-Mon: Closed 
","2020-05-07T18:23:24.000Z","2020-05-02T02:01:00.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram/Website (updated for Covid)",,"Customers must wear mask & gloves to enter (available for purchase at door for $1)
",,"Gardening",,,,
"CVS Pharmacy",95,"(718) 388-2799",,,"North Williamsburg","Pharmacy","14",40.720127,-73.962426,"27 N 6th St, Brooklyn, NY 11249","11249","Open","Weds: 9am-10am for Seniors and Immunocompromised","Yes","Yes","Mon-Fri: 8am-6pm / Sat: 9am-6pm / Sun: 9am-6pm
","2020-05-13T20:37:48.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","North Brooklyn Neighbors","Delivery through CVS website and Shipt
",,,"Grocery Store",,,,
"CVS Pharmacy",96,"(718) 389-2403",,,"Greenpoint","Pharmacy","6",40.729196,-73.954122,"859 Manhattan Ave, Brooklyn, NY 11222","11222","Open","Weds: 9am-10am for Seniors and Immunocompromised","Yes","Yes","Mon-Fri: 9am-6pm / Sat: 10am-6pm / Sun: 10am-6pm
","2020-05-13T20:37:51.000Z","2020-04-29T00:34:13.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,"Delivery through CVS website
",,,"Grocery Store",,,,
"D & J Grocery Store",97,"(718) 963-0934",,,"East Williamsburg","Grocery Store","20",40.712987,-73.937177,"927 Grand St, Brooklyn, NY 11211","11211",,,,,,"2020-05-01T17:30:40.000Z","2020-05-01T17:30:30.000Z",,,,,,,,,,
"Dana's Bakery",98,"(800) 477-1816",,"https://www.danasbakery.com/","North Williamsburg","Bakery","14",40.716945,-73.96184,"103 N 3rd St, Brooklyn, NY ","11249","Open",,,,,"2020-05-22T20:10:50.000Z","2020-05-01T04:38:40.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,,,,,,,,
"Dar525 Greenpoint",99,"718-389-0003",,"https://www.instagram.com/dar525","Greenpoint","Restaurant","11",40.723205,-73.945326,"168 Driggs Ave.","11222","Open",,"Yes","Yes","Daily: 11am-11pm
","2020-10-07T21:51:00.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,"Delivery/take-out via Seamless.
",,,"Middle Eastern","Street Seating",,,
"Dar525 Williamsburg",100,"347-422-0401",,"https://www.instagram.com/dar525","South Williamsburg","Restaurant","25",40.711214,-73.950281,"525 Grand St.","11211","Open",,"Yes","Yes","Daily: 11am-11pm
","2020-05-06T16:52:59.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,,,,"Middle Eastern",,,,
"Depanneur",101,"347-227-8424",,"https://www.instagram.com/depanneurbklyn/","North Williamsburg","Coffee Shop","14",40.717643,-73.963052,"242 Wythe Ave., Brooklyn, NY 11249","11249","Open",,"Yes","Yes","Daily: 8am-6pm
","2020-05-13T20:33:01.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location","Delivery, takeout & groceries. <https://www.depanneur.com/>
","5 customers inside max at a time
",,"Grocery Store",,,,
"Devocion",102,"(718) 285-6180",,"https://www.instagram.com/devocionusa/","South Williamsburg","Coffee Shop",,40.71599,-73.96496,"69 Grand Street","11211","Open",,"Yes","No","Daily: 10am-4pm
","2020-05-13T20:33:02.000Z","2020-05-03T18:22:09.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}",,"Pre-order online or order when you arrive: <https://devocion.square.site/>
",,,,,,,
"Di An Di",103,"718-576-3914",,"https://www.instagram.com/diandi.nyc/","Greenpoint","Restaurant","6",40.729575,-73.958254,"68 Greenpoint Avenue","11222","Open",,"Yes","Yes","Tues-Sun: 12pm-10pm
","2020-10-07T21:27:55.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location","Delivery & pickup available here - <https://www.toasttab.com/di-an-di/v3>
",,,"Vietnamese","Street Seating","No",,
"Diamond Lil",104,,,"https://www.instagram.com/diamondlilbar","Greenpoint","Bar","11",40.725479,-73.946127,"179 Nassau Avenue","11222","Open",,"Yes","No","Mon-Wed: 4pm-10pm/Fri: 4pm-11pm/Sat: 3pm-11pm/Sun: 3pm-10pm
","2020-10-13T20:31:28.000Z","2020-04-29T01:01:15.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","
",,"Staff Venmo/tips: send money to @diamondlilstaff",,"Street Seating,Backyard/Open Space","No",,
"Different Spokes",105,"(718) 302-2453",,"instagram.com/differentspokesny","South Williamsburg","Bike Shops","29",40.709917,-73.958033,"252 S 4th St, Brooklyn, NY 11211","11211",,,,,,"2020-04-29T01:29:25.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"District Dog",106,"718-290-7434","None","www.districtdog.com","Greenpoint","Pet Supplies","10",40.723208,-73.944332,"144 Driggs Avenue, Brooklyn, NY 11222","11222","Open",,"Yes","Yes","Daily: 10am-7pm for phone or online orders (Pickup Only -  Daily: 12pm-5pm)
","2020-05-07T18:25:03.000Z","2020-04-29T00:34:13.000Z",,"North Brooklyn Neighbors","Call or order online. Pick up or delivery available. [www.districtdog.com](http://www.districtdog.com) 
","
",,,,,,
"DNG Pharmacy",107,"(718) 384-6630",,,"South Williamsburg","Pharmacy","25",40.711,-73.94402,"249 Graham Ave, Brooklyn, NY 11206","11206","No Answer",,,,,"2020-05-06T15:21:01.000Z","2020-04-29T00:34:13.000Z",,,,,,,,,,
"Dolly’s",108,"(904) 414- 5095","info@dollysbk.com","https://www.instagram.com/dollysbk/?hl=en","North Williamsburg","Bar","14",40.720668,-73.961027,"101 Kent Avenue","11249","Open",,"Yes","No","Open-12am
","2020-10-15T17:44:54.000Z","2020-05-01T21:34:37.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram",,"Opening time unclear -AR 10/15/20
",,,"Sidewalk Seating","Yes",,
